USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE,EVENT_VALUE
10156,2,1568396445,Hover,0.8166497672481063
10157,11,1568808100,Load,0.7742781361774445
10158,5,1568633211,Load,0.7511495330670501
10159,11,1568451343,Click,0.5336774111902585
10160,8,1568372275,Click,0.6754774601571405
10161,1,1568934611,Register,0.5860701048837429
10162,6,1569018288,Click,0.8124754945444965
10163,4,1568606414,Hover,0.8363544862545067
10165,8,1568928275,Load,0.8763463568044068
10166,7,1568545163,Complete,0.9393834520546362
10167,9,1568377387,Complete,0.9824677143217562
10168,1,1568162855,Click,0.7569888743993327
10170,3,1568701145,Click,0.7529647018994357
10171,8,1568853774,Hover,0.7834236011022425
10175,7,1568631690,Click,0.8347451970534316
10176,11,1568353340,Click,0.8751359161273347
10178,7,1568704496,Register,0.5583120597450679
10179,7,1568948958,Complete,0.9771452415781221
10180,4,1568220372,Load,0.5975008002992501
10182,7,1568817875,Register,0.6416002104210385
10183,7,1568524825,Complete,0.7931873662304183
10184,6,1568685578,Click,0.5243427561497013
10185,4,1568498793,Complete,0.708057878506749
10186,6,1568542492,Complete,0.8532746788711947
10187,9,1569009168,Hover,0.8865916522527961
10188,5,1568522152,Load,0.7589154581475804
10189,1,1568267935,Register,0.9389055541736733
10191,10,1568774024,Load,0.8056416515473528
10193,9,1568652491,Complete,0.8739406229267823
10195,11,1568459411,Hover,0.8887249620266449
10196,4,1569009853,Load,0.9422692106272663
10198,3,1568338439,Register,0.9744279094302557
10199,5,1568640403,Click,0.747575812814614
10201,8,1568479875,Load,0.6060765859241084
10202,8,1568669777,Hover,0.9743518558797928
10203,7,1568299773,Hover,0.7056584680497254
10205,10,1568280398,Complete,0.766526199375271
10206,9,1569021653,Click,0.9225779414613262
10208,5,1568884345,Hover,0.8701858825203876
10209,4,1568622088,Hover,0.9287067917020728
10210,9,1568372119,Register,0.5311647425745085
10213,10,1568852569,Complete,0.6851243523163828
10214,4,1568920974,Register,0.5497027775741228
10215,9,1568628043,Load,0.7652957817904683
10219,5,1568896261,Register,0.9135947823434223
10220,5,1569069788,Load,0.5203136827835132
10221,8,1568960387,Load,0.5746048832839455
10223,11,1568489094,Click,0.8614622652262316
10224,1,1568719597,Load,0.8110546070700115
10225,6,1569056467,Complete,0.5650365548403222
10226,1,1568240958,Load,0.857290033818499
10227,4,1568520959,Register,0.8439354789237068
10228,10,1568777858,Load,0.8592782812087325
10229,1,1568385078,Complete,0.5396629640039523
10230,8,1568300953,Complete,0.6266341463779661
10231,11,1568207863,Complete,0.6402203207265693
10232,3,1568167970,Click,0.8202284973394345
10233,5,1568609466,Hover,0.6639257150454506
10237,10,1568902300,Hover,0.678662649109615
10238,11,1569037521,Hover,0.5032157828620812
10239,10,1568386325,Click,0.7238194788440699
10240,8,1568951508,Load,0.9176593644972533
10241,1,1568620050,Register,0.7395828148390929
10243,1,1568468948,Register,0.8807465340331995
10244,9,1568240640,Register,0.9685558013428364
10246,10,1568207433,Hover,0.9690242493764569
10247,10,1568238363,Register,0.6259280179568887
10248,4,1568597087,Hover,0.5500953493754699
10250,9,1568957832,Load,0.6142533389749674
10252,4,1568329455,Complete,0.945521748570038
10253,9,1568502803,Hover,0.966497711641765
10255,3,1569064669,Hover,0.5090855432800742
10256,9,1568478302,Register,0.9102032895415368
10257,5,1568155417,Load,0.9728148292650054
10258,1,1569080315,Click,0.5986889606044657
10259,4,1568704093,Hover,0.8660322612905547
10260,7,1568621805,Complete,0.7337526698531232
10261,8,1568214770,Complete,0.638216721334049
10262,11,1568774281,Load,0.9213216481950053
10264,3,1568458653,Complete,0.8495079120784659
10265,7,1568936011,Complete,0.5976364332944188
10266,8,1568902031,Register,0.5335981404191912
10270,6,1568738161,Load,0.6250814001005842
10271,5,1568548954,Hover,0.6224203796984178
10273,5,1568321652,Hover,0.9525253079473224
10276,2,1568725712,Complete,0.7119507862997975
10277,2,1568370344,Click,0.6714670164008205
10278,1,1568666238,Hover,0.6509527802065971
10279,9,1568255394,Register,0.6208030464101171
10280,6,1568578823,Register,0.7253525777790835
10281,5,1568785002,Hover,0.6046083345195317
10282,7,1568742861,Complete,0.5174760569351313
10283,6,1568162309,Hover,0.9562219679853188
10286,7,1569091984,Click,0.5608782897397108
10287,2,1568367846,Load,0.915374751102424
10288,3,1568663289,Complete,0.5064385239743117
10289,8,1568943961,Complete,0.5566950161850222
10290,1,1568853254,Load,0.5449606950366452
10291,6,1568444539,Hover,0.6958799461644758
10292,3,1568748654,Complete,0.781326355865096
10293,5,1568584909,Hover,0.6598628339705568
10294,9,1568906162,Click,0.5060813778188673
10295,2,1568504671,Click,0.5615161868419689
10296,7,1568218132,Load,0.9247544152885931
10297,2,1568313506,Register,0.8208563358342251
10298,11,1568360524,Click,0.6228567774267586
10299,4,1568434822,Click,0.8024432146869525
10300,7,1568628510,Load,0.8967003027855753
10302,10,1568865154,Load,0.9301379163707506
10303,2,1568642081,Load,0.6231094079380777
10304,2,1568254053,Hover,0.5054538840149998
10305,5,1568688228,Register,0.746346038768747
10308,1,1568147178,Register,0.8163071904513974
10310,2,1568814302,Hover,0.5184966262807437
10312,4,1568906658,Click,0.9395923376170683
10314,2,1568701050,Hover,0.7987255076564742
10315,5,1569034898,Register,0.9342039420194743
10316,5,1568642001,Load,0.6661204546814004
10317,11,1568433033,Hover,0.9028750278828326
10321,11,1568892040,Click,0.843062468609401
10322,6,1568272752,Click,0.6366654108598133
10324,11,1568841788,Hover,0.7959761354457495
10326,8,1568365874,Complete,0.894036244539054
10327,8,1569081375,Click,0.5669355856325308
10328,2,1568522894,Load,0.701791501040014
10329,3,1568469629,Register,0.5500867014397879
10330,7,1568775514,Click,0.6720951282801646
10331,5,1568487875,Register,0.5257499319196219
10332,2,1568167071,Load,0.9236651409109762
10333,9,1568393205,Hover,0.7782876693273892
10335,11,1568967302,Load,0.5558925613378886
10336,10,1568775771,Load,0.6303229664721576
10339,6,1568674210,Register,0.7646740658503619
10340,5,1568621923,Register,0.9944840437396978
10343,9,1568609324,Click,0.5158528561406711
10345,9,1568739617,Register,0.982887608306044
10346,10,1568981848,Load,0.7122180543023273
10347,10,1568505300,Click,0.6963897492372204
10348,5,1569033511,Register,0.5608620821165253
10349,9,1568234477,Hover,0.6638388653802179
10350,4,1568402366,Complete,0.9684786747360477
10351,9,1568622240,Click,0.5148408626298563
10352,7,1568766515,Click,0.6416135007680783
10354,11,1569033355,Load,0.5276283942496244
10355,10,1568509940,Hover,0.80799314007364
10356,8,1568288814,Complete,0.8517712212835498
10357,3,1568872616,Hover,0.6890876276452444
10358,2,1568205221,Click,0.9608313381339106
10359,6,1568647335,Load,0.7669747742483646
10361,5,1568864971,Load,0.9328694089065837
10362,6,1568365306,Hover,0.7585039923784545
10363,3,1568547536,Load,0.6410844794733791
10364,8,1568770369,Register,0.5982763580171222
10366,1,1568610669,Complete,0.5968102599807219
10367,6,1569009002,Load,0.7227633138296314
10368,9,1568507387,Complete,0.946043652767498
10370,7,1568897530,Register,0.9029531955809449
10371,8,1569026342,Click,0.9115119962288913
10372,3,1568722014,Register,0.5538406822757906
10373,5,1568736448,Register,0.8700367435962661
10374,6,1568154209,Hover,0.8169090930857488
10375,7,1568353480,Load,0.703436626378005
10376,6,1568783605,Click,0.641694784678362
10378,1,1568474909,Load,0.5435829213347341
10379,5,1568444439,Load,0.676435596368739
10380,2,1568989993,Complete,0.5017510018566436
10383,7,1568259774,Hover,0.8388874393863859
10384,7,1568727153,Complete,0.6514522847388611
10385,1,1568363135,Load,0.9691656211222976
10387,8,1568502161,Click,0.7535286654853365
10388,11,1568659090,Complete,0.9250887103994572
10390,4,1568387382,Register,0.8294426240180863
10391,4,1568680727,Register,0.5817314320674551
10392,5,1568289176,Hover,0.5851024332797033
10393,7,1568152019,Register,0.7791577233875504
10395,9,1568549326,Complete,0.5674378467715737
10396,4,1568732380,Load,0.7225457568808974
10397,11,1568548680,Register,0.5436524576352721
10398,6,1568558675,Complete,0.9153778506526518
10399,4,1568709589,Load,0.5130920273539593
10401,5,1568317238,Complete,0.5901901182768976
10404,5,1568586332,Complete,0.5346568709436575
10405,2,1568215640,Click,0.6021902695469898
10406,2,1568420064,Register,0.8134429813876694
10407,3,1568789021,Complete,0.914475279521803
10408,3,1568565224,Click,0.6431717121994107
10409,11,1569080694,Click,0.7979085896082017
10410,9,1568199744,Hover,0.6471231651036675
10412,6,1568808524,Hover,0.7925918046276466
10413,4,1569025928,Click,0.7137654269882956
10414,2,1568283930,Load,0.8601076493577744
10415,10,1568713523,Register,0.9845270883232808
10416,11,1568937544,Register,0.7527949417939791
10417,8,1569081537,Load,0.7281081215538552
10418,9,1568565438,Register,0.5729093474876902
10419,8,1568844284,Register,0.738118228185068
10420,11,1568985191,Load,0.6549745002625325
10423,6,1568513559,Register,0.9792618803789888
10424,3,1568694847,Register,0.7462830263486919
10425,11,1568585323,Complete,0.6708557093240772
10426,7,1568668167,Load,0.9091109231182313
10428,9,1568399017,Register,0.7965618772611994
10429,6,1568182446,Register,0.5994897052145547
10430,3,1568718285,Load,0.9096287155458762
10432,1,1568609165,Load,0.697313990547855
10434,10,1568871772,Hover,0.8760468770760055
10437,9,1568207725,Complete,0.6663788791389147
10438,6,1568536380,Complete,0.7683093439435995
10440,3,1569088997,Register,0.7658632504638831
10441,6,1569018481,Load,0.7038587744890559
10444,1,1569080338,Hover,0.8734406660696625
10445,3,1568716523,Load,0.5445621755984799
10446,1,1568619031,Hover,0.8516504273966115
10447,5,1568222464,Complete,0.7189265960254557
10449,10,1569078077,Click,0.6078532704466697
10451,5,1568718084,Complete,0.6446396211017491
10453,10,1568183106,Complete,0.6715445182733892
10454,6,1568257565,Click,0.9739942738181933
10455,7,1568334476,Register,0.9768884541168581
10456,1,1569039287,Hover,0.9775467873438606
10457,5,1568547895,Load,0.5297289525438909
10458,11,1568618194,Complete,0.6515540778614693
10459,1,1568661181,Register,0.6645369532792824
10460,3,1568877859,Click,0.5416016975087595
10461,5,1568505320,Register,0.7949648851597718
10462,11,1568497675,Hover,0.8833508401293
10463,7,1568901614,Register,0.5054646051237658
10464,1,1568646389,Load,0.9202853653145453
10465,8,1568401961,Complete,0.5109249092408903
10466,6,1568979515,Hover,0.9100629560237226
10468,10,1568147879,Hover,0.5293038849344315
10469,8,1568631270,Complete,0.5162572843949256
10470,7,1568577801,Complete,0.8184425789973349
10471,2,1568447759,Register,0.7329903955499597
10472,4,1568374127,Register,0.6843930053273909
10475,4,1568699622,Click,0.7489997448937398
10480,10,1568631529,Load,0.6164944292979171
10481,10,1568768366,Click,0.6786229439205052
10482,3,1568441065,Register,0.9523486109162353
10483,11,1569027161,Click,0.921558996040605
10485,7,1568366894,Register,0.7984702119362632
10487,8,1568551920,Complete,0.501878272057924
10489,11,1568673706,Complete,0.6387006480943087
10490,5,1568768476,Click,0.9436533584858933
10491,2,1568244926,Click,0.5990696823787591
10492,5,1568395382,Register,0.5814299060179141
10493,3,1568937805,Load,0.5613136712551345
10494,8,1568357885,Hover,0.6008899958038649
10496,4,1568281321,Load,0.9193044886644675
10498,9,1568828822,Complete,0.9924906278612409
10499,6,1568315289,Register,0.6915272267905439
10500,5,1568462496,Click,0.7895748624497475
10501,4,1568393120,Register,0.8192314796722542
10502,2,1568249353,Complete,0.6185772388654636
10503,10,1569043382,Click,0.8332520055984853
10504,2,1568535146,Hover,0.6282534256107775
10505,8,1568887592,Complete,0.8113771009545911
10506,7,1568680868,Register,0.8247651905940176
10507,6,1568144206,Complete,0.919508831729579
10508,11,1568307637,Register,0.6814357292102409
10511,5,1568717216,Click,0.9344644685685894
10512,5,1568429247,Click,0.8862170534409566
10513,6,1568811554,Complete,0.5831366962952111
10514,3,1568776402,Hover,0.6613103622759018
10515,11,1568875145,Hover,0.9469092106417349
10516,4,1568377997,Click,0.6858466479680143
10518,1,1568546855,Hover,0.6373173236767862
10519,6,1568229374,Load,0.9602098666306798
10520,2,1568171886,Register,0.5620898441741552
10521,1,1568986884,Hover,0.590526102833002
10522,4,1568970929,Click,0.6373592740714886
10524,3,1569020014,Register,0.875755814527104
10525,10,1568831561,Register,0.587094806175962
10526,4,1568556882,Register,0.5197714891979631
10527,5,1568945371,Load,0.7381528285245067
10531,4,1568217583,Load,0.8058551386661166
10534,8,1568651739,Click,0.8276914204964352
10535,8,1568616701,Load,0.9692955462050445
10536,4,1569045751,Click,0.5601817526363292
10538,5,1568768863,Complete,0.6784970184136148
10539,10,1568456445,Hover,0.7956982340248533
10540,1,1568422617,Complete,0.9802688510630804
10541,8,1568668551,Register,0.9717227340713159
10542,2,1569059589,Click,0.5639231721311702
10545,3,1568156248,Hover,0.8524206881050946
10546,6,1568507985,Complete,0.6982026222355149
10548,9,1568791313,Complete,0.913113808300478
10549,6,1568465707,Load,0.7862633326385664
10552,8,1568575132,Load,0.9554625738558582
10554,1,1568920429,Click,0.9350992856769766
10555,10,1568222235,Register,0.8564940044929894
10557,6,1568717081,Load,0.6863959752421231
10558,6,1568290957,Hover,0.5354317905351712
10559,1,1569057419,Complete,0.7260998079897718
10560,2,1568452370,Load,0.5599545712027426
10562,8,1568521378,Complete,0.7738244151989795
10563,7,1568609654,Hover,0.8238841426046957
10564,10,1568297112,Hover,0.9909634685836597
10565,3,1568986375,Load,0.6087872373275576
10566,5,1568743003,Load,0.740593453505707
10567,11,1568614739,Load,0.6085392062750221
10569,9,1568744303,Register,0.6645909688695716
10570,11,1568778603,Register,0.5366967159499945
10571,8,1568782116,Register,0.5779536600402262
10572,5,1568539546,Load,0.9390678308677463
10573,6,1568646514,Register,0.8049620977493099
10575,4,1568466488,Hover,0.6840570359537772
10578,7,1568623053,Register,0.6663326253142756
10580,8,1569053351,Hover,0.8156299232591131
10582,8,1568935435,Load,0.9765841288400878
10584,3,1568659600,Load,0.729438019081905
10585,2,1568720076,Click,0.9948290656923704
10586,11,1569072748,Register,0.9874611517465326
10587,2,1568681466,Complete,0.7474879664425866
10589,7,1569063746,Click,0.8766570408176197
10590,4,1568639613,Click,0.6728570327925141
10591,1,1568183978,Complete,0.9956213138173136
10592,9,1568865138,Click,0.9175619594611155
10594,5,1568950820,Complete,0.7718144886473661
10596,7,1568692668,Complete,0.5245631612327372
10597,8,1569029435,Complete,0.7142144186369628
10598,4,1568447854,Load,0.6800381294861001
10600,5,1568941064,Hover,0.7447669618771684
10601,9,1568462610,Load,0.5351771321645397
10602,8,1568896065,Load,0.5202738668787011
10605,1,1568559294,Hover,0.8493877214156118
10606,11,1568784701,Hover,0.6493049335269637
10607,3,1568427654,Complete,0.6764509672446621
10608,10,1569052581,Register,0.707887337584613
10612,10,1568520792,Register,0.6475933153172388
10613,6,1568324038,Register,0.9804848604437164
10614,2,1569058008,Load,0.7328369106440714
10615,1,1568322863,Complete,0.5991113524792406
10616,10,1568419559,Hover,0.7881713836409434
10617,10,1569080964,Load,0.9159746022211355
10618,5,1568302264,Load,0.8599161527642678
10619,3,1568985257,Register,0.5912575377041631
10620,9,1568378270,Load,0.7446956426154617
10621,8,1568981670,Hover,0.9079958249458666
10622,7,1568832692,Hover,0.6001059324038466
10624,1,1568834621,Click,0.6891092737242259
10625,4,1568830826,Load,0.602887186528992
10626,7,1568692805,Click,0.6044956316154982
10627,3,1568991429,Complete,0.7706858944161974
10628,3,1568280957,Click,0.7197369327228886
10629,2,1568827899,Click,0.7441394204334527
10630,3,1568674412,Register,0.566607744787726
10631,10,1568531925,Hover,0.7779037421664423
10632,3,1568503927,Complete,0.5949067948549364
10633,5,1568842260,Register,0.5980220015375446
10634,8,1569091927,Register,0.6272309455278409
10636,3,1568890772,Load,0.7031685124227827
10637,3,1568932759,Load,0.9447517789069819
10639,8,1568942794,Hover,0.773634509437956
10640,10,1569033097,Load,0.5738593700360914
10641,5,1568473008,Load,0.9348434069707767
10643,7,1568166478,Complete,0.7776521782760415
10644,1,1568190901,Register,0.6594707283557775
10648,7,1568287922,Register,0.7318680064368345
10649,5,1569076604,Register,0.5222978387260321
10653,9,1568337854,Load,0.9628232184055809
10654,6,1568459773,Register,0.8610564488297394
10657,5,1568316127,Click,0.6539795421951824
10659,10,1568608958,Load,0.7121629687015936
10660,4,1568596220,Register,0.7540808593850984
10663,1,1568344683,Complete,0.5420980547254637
10664,11,1568799783,Register,0.6039495433055956
10665,6,1568487393,Click,0.8383636334256654
10666,1,1568313048,Hover,0.8994827306824305
10669,1,1568781467,Click,0.8468634529117558
10671,6,1569050615,Complete,0.9459641418574254
10672,4,1568262706,Hover,0.745164959286406
10673,4,1568359788,Load,0.7648712372929058
10674,8,1568242824,Register,0.6803562697695011
10675,11,1568607612,Hover,0.6073711894677976
10676,4,1568475010,Hover,0.6342114294174184
10678,6,1568300695,Click,0.720020329755535
10680,1,1568580052,Load,0.6371622342288239
10682,3,1569067367,Hover,0.9288049386372434
10683,10,1569023945,Register,0.5034752656022726
10685,6,1568790722,Load,0.5269227981840163
10686,11,1568307374,Complete,0.8247113887777084
10687,11,1568455541,Hover,0.9345612404011168
10688,6,1568781177,Register,0.8835935484516018
10689,10,1569071600,Click,0.5576529657925443
10693,8,1569015582,Complete,0.7681124149710781
10695,5,1569084102,Hover,0.8431213608374579
10696,9,1568193914,Register,0.992940126141642
10697,5,1568156151,Click,0.8172026564755033
10698,5,1568700799,Hover,0.8181114541874286
10699,11,1568718787,Complete,0.8655215133076477
10701,9,1568335997,Hover,0.5161765652452915
10703,11,1568811813,Click,0.5205388166320792
10704,6,1568338452,Register,0.8343566762074783
10705,9,1568979097,Load,0.6448191044970912
10707,4,1568986726,Load,0.8921385527463848
10708,11,1568768920,Complete,0.9718295413939171
10709,5,1568750485,Register,0.5839505562769123
10710,3,1568539773,Click,0.7180509254991055
10711,5,1568614828,Register,0.6463211647740473
10712,1,1568314005,Hover,0.5140732587918464
10714,6,1568304496,Hover,0.7061755877297518
10715,9,1568298047,Load,0.6635955740044623
10716,11,1568356343,Hover,0.5002053788311694
10719,5,1568659053,Click,0.9511289104644238
10720,8,1569070297,Register,0.7218670582757344
10722,11,1568872890,Load,0.5075818690134786
10723,6,1568395616,Register,0.8634758883905247
10724,5,1568349188,Load,0.8678549262637032
10725,9,1568493813,Hover,0.9598941186474248
10726,10,1568718726,Hover,0.9243705862828409
10727,2,1568702647,Click,0.7153718850505852
10728,4,1568398461,Click,0.9590980086496754
10729,4,1568811045,Load,0.5756546906714235
10730,10,1568156257,Register,0.6025366042419151
10731,1,1568828162,Click,0.9641093961844429
10733,8,1568690322,Complete,0.5737994658848835
10734,11,1568292372,Register,0.992533738202213
10736,4,1568460532,Complete,0.7061686603030645
10737,8,1568330172,Click,0.944671984386247
10738,5,1568685026,Load,0.5935225956642833
10740,9,1568349683,Click,0.8893017402202248
10743,11,1568983969,Complete,0.5241137158994392
10744,3,1568886735,Load,0.5275365913040984
10746,3,1568386871,Register,0.7089939718100153
10747,2,1569012212,Register,0.8330511365290205
10748,4,1569023972,Load,0.8915616045907415
10749,9,1568528326,Hover,0.5102073256523894
10752,8,1568748039,Click,0.8436373545460722
10756,7,1568659193,Load,0.8344282677422954
10757,9,1568156407,Load,0.6115371261514433
10758,1,1568412944,Complete,0.8191135477857474
10760,7,1568697973,Hover,0.9760412639691978
10762,6,1568398075,Register,0.8747067647150961
10763,3,1568463390,Register,0.826505655253005
10764,11,1568400490,Complete,0.5103137952383445
10765,1,1568445841,Click,0.5074276467137661
10766,2,1568749210,Load,0.8435925804788782
10768,11,1568968099,Register,0.6522402380569683
10770,8,1568302437,Register,0.5089641249948906
10771,9,1568566777,Hover,0.9963857452928193
10772,4,1568197058,Click,0.5206382251104689
10775,4,1568914911,Complete,0.8360672000461218
10776,2,1568347352,Complete,0.5990908019006423
10777,7,1568285611,Register,0.8642044946893312
10778,5,1568636094,Hover,0.881923200657786
10779,1,1568478098,Register,0.6045824549176272
10780,8,1568917820,Click,0.7264212979009105
10781,1,1568647244,Load,0.9356397732772421
10782,11,1568369422,Hover,0.5351197459807873
10784,9,1568835523,Click,0.9004097840254477
10785,4,1568467426,Complete,0.5662655406460879
10787,11,1568570586,Register,0.5786163990315178
10788,7,1568632212,Register,0.6080520172548707
10789,7,1568590964,Click,0.7502708306646169
10790,8,1568211729,Register,0.9885283491663599
10791,1,1568701469,Register,0.6984933541723022
10792,6,1568145024,Complete,0.589912224484233
10794,7,1568445311,Register,0.6440652018173376
10796,4,1568559556,Hover,0.8052127930346522
10798,10,1568740217,Click,0.6996401899794127
10799,6,1568513680,Hover,0.5917888747692599
10800,6,1568209136,Load,0.9938861136342318
10802,2,1568862169,Hover,0.9130752658446315
10804,1,1568650611,Load,0.5512056371808964
10806,9,1568507581,Complete,0.516515778781891
10807,6,1568579709,Hover,0.9527290905140113
10808,3,1568657986,Register,0.7445517478973291
10809,11,1568902389,Load,0.6508028819307694
10810,11,1568845815,Complete,0.755029722373179
10811,1,1568533168,Register,0.5590280458136219
10812,6,1569030678,Register,0.7643171929730561
10815,9,1568700308,Register,0.5259641704993753
10816,9,1568295246,Register,0.9555394717898087
10817,4,1568311844,Register,0.5365431477522464
10820,11,1568689085,Complete,0.8989195449369687
10822,5,1568634937,Register,0.5173743046669103
10824,6,1568859810,Click,0.7233324154181509
10827,10,1568253179,Hover,0.777871120296864
10828,9,1568472925,Hover,0.7721007967786665
10829,3,1568192378,Click,0.6123009448898293
10830,3,1568987672,Click,0.7974032457813329
10831,3,1568268840,Click,0.7070193717992845
10832,6,1568881241,Hover,0.8880474411980914
10833,3,1568261097,Click,0.851224940662225
10834,3,1569067928,Complete,0.8465894454581047
10835,9,1568466703,Click,0.5863508928136817
10836,7,1568493349,Hover,0.6523319400290764
10837,7,1568688960,Load,0.9507479350074437
10839,5,1568909282,Complete,0.7499669824340816
10840,7,1568171200,Click,0.6655314558131489
10842,4,1568964030,Register,0.6121987947406299
10843,9,1568251798,Click,0.6386515972473996
10844,8,1568398349,Complete,0.6012131016109259
10846,5,1568646639,Click,0.6804708971973241
10847,3,1568777218,Load,0.8920415931343377
10848,10,1568865568,Click,0.6764257430034053
10849,8,1568403309,Click,0.5862159010625582
10850,4,1568803725,Click,0.5512232122626004
10851,7,1569089899,Complete,0.6130054628875902
10852,8,1568544154,Hover,0.5454992087374091
10853,7,1568678692,Click,0.9250252805740313
10854,7,1568309230,Complete,0.5914443241200479
10855,5,1568686599,Register,0.8853261737577309
10857,4,1568524393,Load,0.538951836014965
10859,6,1568569396,Click,0.544188676210283
10860,3,1568769079,Register,0.8278233563831812
10861,5,1568156326,Complete,0.9662595599868846
10862,3,1568942221,Click,0.804804671464243
10863,7,1568531628,Load,0.9982192230664184
10864,7,1568863256,Click,0.950076004826421
10866,11,1568637676,Hover,0.9164260715627301
10867,3,1568812811,Register,0.9600048596375526
