USER_ID,AGE,EDUCATION_LEVEL
10111,37.0,JC
10112,30.0,Secondary
10113,34.0,Poly
10114,4.0,Secondary
10115,30.0,University
10116,23.0,Secondary
10117,44.0,Poly
10118,29.0,Poly
10119,18.0,JC
10120,32.0,Secondary
10121,36.0,JC
10122,35.0,University
10123,51.0,Postgrad
10124,18.0,University
10125,30.0,JC
10126,38.0,University
10127,17.0,University
10128,27.0,University
10129,29.0,JC
10130,37.0,Postgrad
10131,18.0,Secondary
10132,23.0,JC
10133,27.0,Poly
10134,44.0,Poly
10135,29.0,Postgrad
10136,33.0,JC
10137,27.0,University
10138,23.0,University
10139,31.0,University
10140,34.0,Secondary
10141,28.0,JC
10142,44.0,Secondary
10143,10.0,Poly
10144,24.0,University
10145,39.0,Secondary
10146,30.0,University
10147,43.0,University
10148,31.0,Postgrad
10149,34.0,Poly
10150,25.0,JC
10151,29.0,JC
10152,24.0,JC
10153,45.0,Poly
10154,43.0,Poly
10155,21.0,JC
10156,20.0,Postgrad
10157,12.0,Secondary
10158,36.0,Postgrad
10159,47.0,Poly
10160,37.0,Secondary
10161,21.0,University
10162,31.0,Postgrad
10163,32.0,Postgrad
10164,46.0,Postgrad
10165,28.0,Secondary
10166,22.0,Poly
10167,24.0,University
10168,30.0,JC
10169,30.0,Secondary
10170,16.0,Postgrad
10171,21.0,University
10172,12.0,JC
10173,18.0,Poly
10174,48.0,University
10175,22.0,JC
10176,27.0,Secondary
10177,38.0,Postgrad
10178,8.0,Postgrad
10179,15.0,JC
10180,28.0,Secondary
10181,28.0,Postgrad
10182,28.0,Poly
10183,25.0,University
10184,33.0,Poly
10185,33.0,Poly
10186,56.0,Postgrad
10187,38.0,Secondary
10188,40.0,University
10189,35.0,Poly
10190,26.0,Poly
10191,34.0,JC
10192,34.0,Poly
10193,34.0,Secondary
10194,25.0,Poly
10195,31.0,JC
10196,28.0,Postgrad
10197,33.0,Poly
10198,7.0,Postgrad
10199,25.0,Postgrad
10200,21.0,Secondary
10201,23.0,Poly
10202,42.0,JC
10203,28.0,JC
10204,50.0,Secondary
10205,44.0,Poly
10206,23.0,JC
10207,43.0,Secondary
10208,18.0,JC
10209,29.0,Poly
10210,33.0,Postgrad
10211,37.0,University
10212,39.0,University
10213,25.0,University
10214,41.0,Postgrad
10215,28.0,Secondary
10216,31.0,Secondary
10217,31.0,JC
10218,62.0,Poly
10219,9.0,JC
10220,31.0,Poly
10221,23.0,University
10222,24.0,University
10223,41.0,JC
10224,51.0,Secondary
10225,48.0,JC
10226,34.0,Secondary
10227,34.0,JC
10228,31.0,Secondary
10229,39.0,Postgrad
10230,31.0,JC
10231,14.0,Secondary
10232,35.0,Poly
10233,26.0,University
10234,27.0,Poly
10235,38.0,JC
10236,38.0,Postgrad
10237,12.0,University
10238,26.0,University
10239,23.0,University
10240,38.0,Postgrad
10241,42.0,Postgrad
10242,17.0,Postgrad
10243,21.0,Postgrad
10244,21.0,Postgrad
10245,37.0,Secondary
10246,21.0,University
10247,26.0,JC
10248,54.0,JC
10249,23.0,Poly
10250,21.0,Poly
10251,23.0,Secondary
10252,22.0,Secondary
10253,26.0,JC
10254,20.0,University
10255,35.0,JC
10256,28.0,University
10257,27.0,University
10258,49.0,Poly
10259,18.0,Poly
10260,26.0,Postgrad
10261,26.0,University
10262,32.0,Poly
10263,38.0,Secondary
10264,23.0,Poly
10265,7.0,Postgrad
10266,27.0,Poly
10267,19.0,Secondary
10268,35.0,JC
10269,25.0,Postgrad
10270,41.0,Postgrad
10271,46.0,University
10272,25.0,Secondary
10273,25.0,Poly
10274,28.0,Poly
10275,29.0,Poly
10276,23.0,Poly
10277,28.0,Secondary
10278,40.0,University
10279,38.0,Poly
10280,28.0,University
10281,35.0,Secondary
10282,40.0,Secondary
10283,22.0,Poly
10284,27.0,University
10285,28.0,Postgrad
10286,17.0,University
10287,42.0,University
10288,26.0,Secondary
10289,22.0,Secondary
10290,16.0,Postgrad
10291,16.0,Secondary
10292,41.0,Postgrad
10293,33.0,Secondary
10294,38.0,JC
10295,29.0,JC
10296,20.0,JC
10297,41.0,JC
10298,27.0,Postgrad
10299,24.0,Postgrad
10300,50.0,Poly
10301,25.0,JC
10302,41.0,University
10303,31.0,Postgrad
10304,26.0,Secondary
10305,44.0,JC
10306,37.0,JC
10307,29.0,Postgrad
10308,16.0,Poly
10309,39.0,Secondary
10310,35.0,Poly
10311,23.0,University
10312,8.0,Postgrad
10313,14.0,JC
10314,34.0,Postgrad
10315,24.0,JC
10316,26.0,JC
10317,27.0,Poly
10318,32.0,Poly
10319,40.0,Postgrad
10320,32.0,Poly
10321,23.0,JC
10322,20.0,University
10323,34.0,University
10324,45.0,JC
10325,18.0,University
10326,27.0,Poly
10327,34.0,Poly
10328,23.0,Secondary
10329,33.0,Poly
10330,37.0,University
10331,28.0,JC
10332,57.0,University
10333,33.0,Postgrad
10334,37.0,University
10335,30.0,University
10336,23.0,University
10337,44.0,JC
10338,38.0,Secondary
10339,25.0,Postgrad
10340,19.0,Poly
10341,17.0,JC
10342,58.0,Poly
10343,40.0,Poly
10344,25.0,University
10345,37.0,Secondary
10346,27.0,University
10347,34.0,University
10348,25.0,Postgrad
10349,25.0,Poly
10350,17.0,University
10351,12.0,Secondary
10352,38.0,Secondary
10353,25.0,Postgrad
10354,25.0,University
10355,28.0,JC
10356,37.0,JC
10357,22.0,Poly
10358,39.0,Poly
10359,31.0,JC
10360,35.0,JC
10361,41.0,Secondary
10362,29.0,University
10363,28.0,JC
10364,42.0,Poly
10365,32.0,JC
10366,16.0,University
10367,31.0,University
10368,29.0,Poly
10369,42.0,University
10370,40.0,Secondary
10371,28.0,University
10372,24.0,Postgrad
10373,7.0,Secondary
10374,21.0,Secondary
10375,27.0,Secondary
10376,45.0,Postgrad
10377,40.0,Poly
10378,16.0,Secondary
10379,34.0,JC
10380,26.0,University
10381,51.0,JC
10382,30.0,Poly
10383,34.0,University
10384,26.0,JC
10385,48.0,University
10386,25.0,JC
10387,22.0,Secondary
10388,29.0,Poly
10389,30.0,Poly
10390,27.0,JC
10391,15.0,JC
10392,28.0,University
10393,42.0,Postgrad
10394,34.0,JC
10395,36.0,JC
10396,30.0,University
10397,21.0,Postgrad
10398,18.0,Secondary
10399,15.0,JC
10400,36.0,JC
10401,30.0,JC
10402,21.0,Secondary
10403,36.0,JC
10404,46.0,Postgrad
10405,36.0,Secondary
10406,40.0,University
10407,25.0,JC
10408,28.0,Postgrad
10409,50.0,University
10410,16.0,Secondary
10411,23.0,JC
10412,27.0,Secondary
10413,32.0,Poly
10414,27.0,Poly
10415,19.0,Poly
10416,28.0,Secondary
10417,12.0,Poly
10418,37.0,Poly
10419,36.0,Poly
10420,35.0,University
10421,28.0,Postgrad
10422,28.0,University
10423,55.0,Postgrad
10424,32.0,JC
10425,28.0,Postgrad
10426,43.0,Postgrad
10427,47.0,JC
10428,25.0,JC
10429,26.0,University
10430,28.0,Secondary
10431,31.0,Postgrad
10432,37.0,JC
10433,40.0,JC
10434,14.0,Poly
10435,43.0,Postgrad
10436,18.0,JC
10437,35.0,Postgrad
10438,17.0,University
10439,11.0,JC
10440,28.0,JC
10441,23.0,Postgrad
10442,23.0,Secondary
10443,30.0,Postgrad
10444,40.0,JC
10445,41.0,Postgrad
10446,54.0,Poly
10447,18.0,Poly
10448,23.0,Postgrad
10449,23.0,University
10450,28.0,University
10451,39.0,Poly
10452,6.0,JC
10453,44.0,Poly
10454,27.0,University
10455,33.0,JC
10456,37.0,Secondary
10457,43.0,Secondary
10458,44.0,Secondary
10459,16.0,Postgrad
10460,35.0,Poly
10461,29.0,Postgrad
10462,34.0,Poly
10463,38.0,Postgrad
10464,28.0,Secondary
10465,25.0,University
10466,51.0,JC
10467,44.0,Secondary
10468,32.0,Postgrad
10469,27.0,Poly
10470,29.0,Poly
10471,40.0,University
10472,22.0,University
10473,46.0,Secondary
10474,35.0,University
10475,36.0,Poly
10476,42.0,University
10477,34.0,University
10478,36.0,University
10479,36.0,University
10480,18.0,Secondary
10481,38.0,University
10482,18.0,Poly
10483,32.0,Secondary
10484,41.0,Postgrad
10485,27.0,Secondary
10486,22.0,JC
10487,12.0,JC
10488,26.0,University
10489,16.0,Poly
10490,18.0,Poly
10491,2.0,Poly
10492,33.0,University
10493,45.0,University
10494,32.0,JC
10495,33.0,JC
10496,16.0,University
10497,15.0,Secondary
10498,26.0,Postgrad
10499,40.0,Poly
10500,25.0,University
10501,12.0,Postgrad
10502,35.0,Poly
10503,28.0,Poly
10504,41.0,Postgrad
10505,21.0,JC
10506,22.0,JC
10507,44.0,Secondary
10508,11.0,Poly
10509,29.0,Secondary
10510,33.0,Secondary
10511,20.0,Poly
10512,19.0,Poly
10513,24.0,JC
10514,20.0,Poly
10515,31.0,Postgrad
10516,28.0,Poly
10517,31.0,Postgrad
10518,36.0,University
10519,30.0,JC
10520,32.0,JC
10521,34.0,Poly
10522,18.0,Postgrad
10523,16.0,Postgrad
10524,32.0,Secondary
10525,39.0,Secondary
10526,10.0,JC
10527,28.0,JC
10528,35.0,University
10529,40.0,Poly
10530,34.0,Secondary
10531,28.0,Postgrad
10532,19.0,Poly
10533,27.0,Postgrad
10534,28.0,Poly
10535,28.0,Postgrad
10536,24.0,Secondary
10537,21.0,JC
10538,45.0,JC
10539,29.0,University
10540,39.0,Secondary
10541,39.0,University
10542,34.0,JC
10543,26.0,Poly
10544,9.0,Poly
10545,27.0,Postgrad
10546,20.0,Poly
10547,27.0,Postgrad
10548,12.0,Poly
10549,28.0,University
10550,32.0,Postgrad
10551,28.0,University
10552,35.0,JC
10553,30.0,Secondary
10554,24.0,University
10555,28.0,Poly
10556,36.0,Poly
10557,44.0,JC
10558,24.0,Postgrad
10559,39.0,Poly
10560,8.0,University
10561,28.0,Postgrad
10562,30.0,JC
10563,39.0,Secondary
10564,58.0,JC
10565,30.0,Poly
10566,27.0,Secondary
10567,40.0,University
10568,27.0,Poly
10569,23.0,JC
10570,43.0,Poly
10571,25.0,Postgrad
10572,26.0,Postgrad
10573,20.0,Poly
10574,26.0,Secondary
10575,33.0,University
10576,23.0,Secondary
10577,17.0,Poly
10578,26.0,Poly
10579,22.0,Poly
10580,27.0,University
10581,14.0,JC
10582,27.0,Secondary
10583,44.0,Postgrad
10584,29.0,Poly
10585,43.0,Postgrad
10586,34.0,Postgrad
10587,32.0,Secondary
10588,23.0,University
10589,18.0,University
10590,28.0,Postgrad
10591,23.0,JC
10592,29.0,Postgrad
10593,20.0,Poly
10594,42.0,JC
10595,13.0,Secondary
10596,40.0,Postgrad
10597,40.0,Poly
10598,22.0,Postgrad
10599,32.0,Poly
10600,32.0,University
10601,29.0,Poly
10602,31.0,University
10603,41.0,Secondary
10604,37.0,Postgrad
10605,27.0,Postgrad
10606,28.0,Secondary
10607,30.0,Postgrad
10608,35.0,Postgrad
10609,31.0,Secondary
10610,35.0,University
10611,31.0,Postgrad
10612,20.0,Poly
10613,24.0,University
10614,27.0,Postgrad
10615,8.0,Secondary
10616,25.0,Secondary
10617,42.0,Postgrad
10618,30.0,Poly
10619,11.0,Secondary
10620,19.0,Secondary
10621,39.0,Secondary
10622,28.0,Postgrad
10623,25.0,Postgrad
10624,47.0,JC
10625,30.0,JC
10626,45.0,Poly
10627,32.0,University
10628,39.0,Secondary
10629,38.0,Secondary
10630,15.0,JC
10631,28.0,JC
10632,18.0,Secondary
10633,29.0,Secondary
10634,21.0,University
10635,23.0,University
10636,45.0,University
10637,6.0,JC
10638,33.0,Postgrad
10639,26.0,JC
10640,28.0,JC
10641,33.0,Poly
10642,38.0,University
10643,26.0,Secondary
10644,27.0,Postgrad
10645,33.0,Secondary
10646,19.0,Postgrad
10647,23.0,JC
10648,22.0,JC
10649,31.0,JC
10650,43.0,Poly
10651,31.0,Poly
10652,25.0,University
10653,9.0,Secondary
10654,30.0,Postgrad
10655,26.0,University
10656,11.0,Poly
10657,12.0,JC
10658,23.0,Postgrad
10659,31.0,JC
10660,33.0,JC
10661,17.0,Secondary
10662,9.0,Secondary
10663,14.0,Secondary
10664,18.0,Poly
10665,27.0,Secondary
10666,42.0,Secondary
10667,38.0,Postgrad
10668,38.0,Postgrad
10669,21.0,Secondary
10670,28.0,JC
10671,20.0,Postgrad
10672,17.0,Postgrad
10673,25.0,Postgrad
10674,16.0,Poly
10675,22.0,Postgrad
10676,23.0,Postgrad
10677,25.0,Postgrad
10678,31.0,JC
10679,16.0,University
10680,24.0,Poly
10681,24.0,Postgrad
10682,46.0,University
10683,56.0,University
10684,31.0,Secondary
10685,55.0,Secondary
10686,18.0,JC
10687,34.0,University
10688,26.0,JC
10689,50.0,Postgrad
10690,37.0,JC
10691,50.0,Postgrad
10692,27.0,Poly
10693,25.0,Postgrad
10694,46.0,Postgrad
10695,31.0,Postgrad
10696,30.0,Poly
10697,27.0,Secondary
10698,24.0,University
10699,39.0,University
10700,41.0,Postgrad
10701,27.0,Secondary
10702,37.0,Poly
10703,17.0,JC
10704,31.0,JC
10705,31.0,University
10706,11.0,Poly
10707,52.0,Poly
10708,50.0,Secondary
10709,29.0,Secondary
10710,23.0,Secondary
10711,23.0,University
10712,35.0,Poly
10713,26.0,JC
10714,26.0,Poly
10715,33.0,Secondary
10716,47.0,University
10717,21.0,JC
10718,13.0,University
10719,24.0,University
10720,26.0,Poly
10721,25.0,Secondary
10722,24.0,Postgrad
10723,43.0,Secondary
10724,16.0,Secondary
10725,36.0,Poly
10726,33.0,Secondary
10727,11.0,University
10728,38.0,Postgrad
10729,29.0,Postgrad
10730,15.0,JC
10731,31.0,University
10732,21.0,Secondary
10733,30.0,Secondary
10734,42.0,Poly
10735,48.0,JC
10736,19.0,Poly
10737,37.0,JC
10738,44.0,University
10739,30.0,JC
10740,35.0,Secondary
10741,43.0,University
10742,29.0,Postgrad
10743,12.0,JC
10744,24.0,Poly
10745,44.0,University
10746,15.0,Poly
10747,42.0,Secondary
10748,34.0,Poly
10749,44.0,Poly
10750,29.0,Postgrad
10751,35.0,Secondary
10752,35.0,University
10753,42.0,JC
10754,43.0,University
10755,16.0,Secondary
10756,36.0,Postgrad
10757,45.0,University
10758,19.0,University
10759,6.0,Poly
10760,37.0,University
10761,13.0,JC
10762,27.0,University
10763,16.0,Postgrad
10764,33.0,Postgrad
10765,42.0,JC
10766,30.0,University
10767,40.0,JC
10768,37.0,Poly
10769,15.0,Postgrad
10770,39.0,Poly
10771,43.0,University
10772,51.0,Secondary
10773,21.0,JC
10774,32.0,Postgrad
10775,37.0,JC
10776,43.0,Secondary
10777,20.0,University
10778,22.0,Postgrad
10779,45.0,Secondary
10780,38.0,Poly
10781,8.0,University
10782,36.0,University
10783,48.0,Poly
10784,24.0,JC
10785,40.0,Postgrad
10786,28.0,University
10787,51.0,Postgrad
10788,28.0,Poly
10789,40.0,Secondary
10790,41.0,Poly
10791,11.0,Postgrad
10792,23.0,JC
10793,31.0,Postgrad
10794,46.0,Secondary
10795,26.0,JC
10796,33.0,University
10797,26.0,Postgrad
10798,16.0,Postgrad
10799,32.0,JC
10800,33.0,Secondary
10801,31.0,JC
10802,46.0,JC
10803,33.0,Postgrad
10804,21.0,Poly
10805,34.0,University
10806,45.0,JC
10807,26.0,JC
10808,34.0,University
10809,41.0,University
10810,48.0,JC
10811,39.0,Poly
10812,28.0,Secondary
10813,23.0,JC
10814,39.0,University
10815,32.0,University
10816,29.0,Secondary
10817,38.0,Secondary
10818,23.0,Secondary
10819,28.0,University
10820,31.0,Postgrad
10821,28.0,Secondary
10822,20.0,University
10823,17.0,Secondary
10824,14.0,University
10825,23.0,Secondary
10826,21.0,Secondary
10827,35.0,University
10828,27.0,JC
10829,42.0,Poly
10830,30.0,Postgrad
10831,32.0,Poly
10832,17.0,Secondary
10833,25.0,University
10834,37.0,Poly
10835,34.0,JC
10836,37.0,Secondary
10837,31.0,Secondary
10838,31.0,Poly
10839,39.0,University
10840,34.0,JC
10841,33.0,University
10842,35.0,JC
10843,26.0,Secondary
10844,24.0,JC
10845,48.0,Postgrad
10846,31.0,JC
10847,25.0,Postgrad
10848,46.0,Secondary
10849,34.0,University
10850,28.0,Secondary
10851,23.0,Secondary
10852,30.0,JC
10853,41.0,University
10854,34.0,Postgrad
10855,27.0,University
10856,35.0,Postgrad
10857,12.0,Postgrad
10858,35.0,Poly
10859,15.0,Poly
10860,19.0,Postgrad
10861,18.0,Postgrad
10862,41.0,JC
10863,48.0,Postgrad
10864,35.0,Postgrad
10865,33.0,Poly
10866,40.0,Secondary
10867,22.0,Poly
10868,30.0,Postgrad
10869,23.0,University
10870,20.0,University
10871,16.0,Postgrad
10872,40.0,Postgrad
10873,39.0,Poly
10874,25.0,Poly
10875,31.0,Poly
10876,31.0,Secondary
10877,34.0,Secondary
10878,27.0,Poly
10879,18.0,JC
10880,55.0,Poly
10881,14.0,University
10882,12.0,JC
10883,28.0,Poly
10884,43.0,Postgrad
10885,44.0,Postgrad
10886,48.0,Poly
10887,18.0,JC
10888,21.0,University
10889,20.0,Secondary
10890,39.0,Secondary
10891,24.0,JC
10892,22.0,University
10893,32.0,Poly
10894,35.0,JC
10895,19.0,Poly
10896,16.0,Poly
10897,35.0,Poly
10898,36.0,University
10899,28.0,Secondary
10900,43.0,Poly
10901,28.0,JC
10902,20.0,Secondary
10903,17.0,University
10904,25.0,Postgrad
10905,46.0,JC
10906,34.0,Secondary
10907,31.0,Postgrad
10908,39.0,Poly
10909,31.0,Postgrad
10910,36.0,Postgrad
10911,25.0,Poly
10912,33.0,Secondary
10913,29.0,University
10914,48.0,Secondary
10915,28.0,University
10916,42.0,Poly
10917,33.0,Poly
10918,32.0,Secondary
10919,25.0,Poly
10920,24.0,Poly
10921,29.0,JC
10922,27.0,Postgrad
10923,18.0,JC
10924,10.0,Poly
10925,26.0,University
10926,36.0,Postgrad
10927,39.0,University
10928,11.0,Postgrad
10929,31.0,Postgrad
10930,14.0,University
10931,24.0,University
10932,13.0,Poly
10933,32.0,JC
10934,33.0,Poly
10935,17.0,Secondary
10936,31.0,Poly
10937,52.0,Secondary
10938,20.0,JC
10939,21.0,Secondary
10940,20.0,JC
10941,29.0,Secondary
10942,28.0,Postgrad
10943,17.0,Postgrad
10944,23.0,Poly
10945,30.0,Postgrad
10946,47.0,JC
10947,29.0,Poly
10948,23.0,Poly
10949,23.0,University
10950,40.0,Poly
10951,32.0,University
10952,26.0,Postgrad
10953,26.0,Secondary
10954,26.0,Postgrad
10955,35.0,Secondary
10956,34.0,Postgrad
10957,25.0,Poly
10958,42.0,Secondary
10959,34.0,University
10960,34.0,JC
10961,41.0,Poly
10962,39.0,Secondary
10963,31.0,Postgrad
10964,32.0,Secondary
10965,17.0,University
10966,22.0,Poly
10967,15.0,Secondary
10968,45.0,University
10969,27.0,Secondary
10970,24.0,JC
10971,31.0,Poly
10972,31.0,University
10973,35.0,University
10974,29.0,Secondary
10975,36.0,Poly
10976,40.0,JC
10977,29.0,Postgrad
10978,25.0,University
10979,37.0,JC
10980,35.0,Secondary
10981,25.0,Secondary
10982,19.0,University
10983,26.0,Secondary
10984,29.0,Poly
10985,34.0,Secondary
10986,31.0,Poly
10987,19.0,Poly
10988,34.0,Postgrad
10989,27.0,University
10990,45.0,Poly
10991,30.0,University
10992,39.0,JC
10993,26.0,University
10994,30.0,Postgrad
10995,31.0,Poly
10996,16.0,Secondary
10997,21.0,University
10998,19.0,JC
10999,44.0,University
11000,38.0,University
11001,33.0,JC
11002,28.0,University
11003,23.0,Poly
11004,27.0,Poly
11005,35.0,Postgrad
11006,31.0,JC
11007,18.0,University
11008,21.0,JC
11009,48.0,Poly
11010,26.0,JC
11011,30.0,Poly
11012,45.0,Poly
11013,28.0,Postgrad
11014,35.0,University
11015,34.0,JC
11016,44.0,Poly
11017,41.0,Poly
11018,20.0,Secondary
11019,11.0,Poly
11020,33.0,Poly
11021,27.0,University
11022,24.0,Secondary
11023,41.0,Postgrad
11024,28.0,Poly
11025,44.0,Postgrad
11026,21.0,University
11027,25.0,JC
11028,22.0,Secondary
11029,24.0,University
11030,36.0,JC
11031,19.0,Poly
11032,33.0,University
11033,36.0,Secondary
11034,40.0,Poly
11035,36.0,Postgrad
11036,48.0,Postgrad
11037,46.0,Poly
11038,20.0,Secondary
11039,12.0,JC
11040,26.0,Postgrad
11041,28.0,Postgrad
11042,45.0,Secondary
11043,24.0,Postgrad
11044,36.0,Postgrad
11045,19.0,Secondary
11046,24.0,University
11047,15.0,Postgrad
11048,44.0,Secondary
11049,30.0,JC
11050,42.0,University
11051,23.0,Secondary
11052,22.0,JC
11053,17.0,University
11054,15.0,Poly
11055,61.0,Poly
11056,31.0,University
11057,11.0,JC
11058,49.0,JC
11059,26.0,Secondary
11060,41.0,Poly
11061,21.0,JC
11062,19.0,Secondary
11063,32.0,Poly
11064,25.0,University
11065,26.0,University
11066,31.0,Poly
11067,40.0,Postgrad
11068,27.0,Poly
11069,39.0,University
11070,41.0,Secondary
11071,24.0,University
11072,13.0,Secondary
11073,34.0,University
11074,40.0,Secondary
11075,35.0,Postgrad
11076,34.0,Postgrad
11077,44.0,JC
11078,22.0,University
11079,10.0,Poly
11080,42.0,Secondary
11081,24.0,University
11082,13.0,JC
11083,48.0,Postgrad
11084,25.0,Poly
11085,18.0,Postgrad
11086,36.0,Postgrad
11087,23.0,Poly
11088,21.0,Postgrad
11089,16.0,JC
11090,28.0,University
11091,28.0,Secondary
11092,29.0,Secondary
11093,35.0,Poly
11094,22.0,Postgrad
11095,43.0,Poly
11096,25.0,University
11097,26.0,JC
11098,23.0,University
11099,35.0,Poly
11100,35.0,JC
11101,28.0,Secondary
11102,45.0,Secondary
11103,35.0,Secondary
11104,16.0,Secondary
11105,35.0,Poly
11106,42.0,Secondary
11107,42.0,University
11108,26.0,Secondary
11109,37.0,Poly
11110,25.0,Secondary
11111,7.0,Postgrad
11112,18.0,Poly
11113,34.0,JC
11114,43.0,JC
11115,34.0,University
11116,33.0,JC
11117,31.0,Poly
11118,21.0,JC
11119,32.0,University
11120,20.0,JC
11121,27.0,Secondary
11122,5.0,JC
11123,36.0,Secondary
11124,19.0,Poly
11125,38.0,Secondary
11126,35.0,Postgrad
11127,45.0,JC
11128,36.0,Secondary
11129,21.0,University
11130,46.0,Postgrad
11131,22.0,Secondary
11132,16.0,Postgrad
11133,40.0,University
11134,30.0,JC
11135,31.0,JC
11136,29.0,Secondary
11137,36.0,Secondary
11138,31.0,JC
11139,29.0,Secondary
11140,25.0,JC
11141,53.0,JC
11142,33.0,University
11143,19.0,JC
11144,52.0,Secondary
11145,32.0,Poly
11146,36.0,Secondary
11147,17.0,Postgrad
11148,12.0,Secondary
11149,22.0,University
11150,13.0,University
11151,9.0,Postgrad
11152,30.0,University
11153,41.0,Poly
11154,27.0,University
11155,39.0,Secondary
11156,30.0,Secondary
11157,17.0,University
11158,34.0,JC
11159,50.0,Postgrad
11160,4.0,University
11161,26.0,Postgrad
11162,29.0,Poly
11163,32.0,University
11164,42.0,Postgrad
11165,24.0,Poly
11166,51.0,Postgrad
11167,19.0,Secondary
11168,36.0,Poly
11169,38.0,Poly
11170,57.0,Secondary
11171,30.0,Poly
11172,24.0,JC
11173,28.0,Secondary
11174,31.0,Poly
11175,31.0,University
11176,37.0,JC
11177,51.0,JC
11178,28.0,Postgrad
11179,20.0,Postgrad
11180,31.0,Secondary
11181,44.0,Secondary
11182,17.0,Secondary
11183,36.0,Postgrad
11184,26.0,Postgrad
11185,25.0,Postgrad
11186,31.0,University
11187,41.0,Secondary
11188,48.0,Postgrad
11189,46.0,Secondary
11190,16.0,University
11191,26.0,JC
11192,31.0,Poly
11193,41.0,University
11194,16.0,Secondary
11195,29.0,JC
11196,29.0,University
11197,29.0,Secondary
11198,31.0,Secondary
11199,32.0,Secondary
11200,28.0,JC
11201,7.0,University
11202,45.0,JC
11203,45.0,JC
11204,37.0,Poly
11205,17.0,Poly
11206,19.0,Poly
11207,40.0,Postgrad
11208,33.0,Postgrad
11209,27.0,University
11210,-3.0,JC
11211,34.0,Poly
11212,24.0,Postgrad
11213,21.0,JC
11214,28.0,Postgrad
11215,35.0,University
11216,41.0,University
11217,23.0,Poly
11218,16.0,Secondary
11219,18.0,Poly
11220,36.0,University
11221,37.0,JC
11222,37.0,University
11223,23.0,Secondary
11224,31.0,Poly
11225,29.0,Secondary
11226,36.0,JC
11227,15.0,University
11228,45.0,JC
11229,46.0,Postgrad
11230,38.0,Postgrad
11231,33.0,Postgrad
11232,42.0,Poly
11233,20.0,Secondary
11234,26.0,JC
11235,41.0,Postgrad
11236,26.0,Poly
11237,33.0,University
11238,28.0,Secondary
11239,24.0,JC
11240,30.0,University
11241,26.0,Secondary
11242,23.0,Postgrad
11243,53.0,JC
11244,25.0,Postgrad
11245,47.0,University
11246,37.0,Secondary
11247,-3.0,JC
11248,30.0,Postgrad
11249,43.0,Poly
11250,36.0,JC
11251,35.0,JC
11252,43.0,Poly
11253,23.0,JC
11254,53.0,Secondary
11255,59.0,Poly
11256,24.0,Postgrad
11257,34.0,Poly
11258,36.0,Postgrad
11259,38.0,Poly
11260,20.0,Postgrad
11261,16.0,Postgrad
11262,34.0,Secondary
11263,23.0,Postgrad
11264,33.0,JC
11265,35.0,Poly
